,GO_term,pfam_id,GO_id,GO_level,count,GO_idx
1844,respiratory electron transport chain,PF04716,GO:0022904,process,1,1223
916,glycoprotein catabolic process,PF04721,GO:0006516,process,1,1224
1508,phosphoprotein phosphatase activity,PF04722,GO:0004721,function,5,1225
910,glycine reductase complex,PF04723,GO:0030700,component,1,1226
486,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",PF04724,GO:0003830,function,1,1227
633,chromatin organization,PF04729,GO:0006325,process,2,1228
765,"ecdysis, chitin-based cuticle",PF04736,GO:0018990,process,1,1229
902,glutathione specific gamma-glutamylcyclotransferase activity,PF04752,GO:0061928,function,1,1230
992,hydrotropism,PF04759,GO:0010274,process,1,1231
773,elongator holoenzyme complex,PF04762,GO:0033588,component,4,1232
2190,viral protein processing,PF04767,GO:0019082,process,7,1233
1138,mating type determination,PF04769,GO:0007531,process,1,1234
1005,induction by virus of host apoptotic process,PF04771,GO:0019051,process,1,1235
1713,proton transmembrane transport,PF04772,GO:1902600,process,15,1236
2052,thiol oxidase activity,PF04777,GO:0016972,function,3,1237
1893,sarcoglycan complex,PF04790,GO:0016012,component,1,1238
190,Ino80 complex,PF04795,GO:0031011,component,4,1239
1203,mitochondrial fusion,PF04799,GO:0008053,process,2,1240
87,COPII vesicle coat,PF04810,GO:0030127,component,3,1241
2012,tRNA (adenine(22)-N1)-methyltransferase activity,PF04816,GO:0160105,function,1,1242
544,carbon-sulfur lyase activity,PF04828,GO:0016846,function,3,1243
596,cellulose microfibril organization,PF04833,GO:0010215,process,1,1244
1727,purine-rich negative regulatory element binding,PF04845,GO:0032422,function,1,1245
524,calcium-mediated signaling,PF04847,GO:0019722,process,1,1246
852,four-way junction DNA binding,PF04848,GO:0000400,function,1,1247
1329,nuclear chromosome,PF04855,GO:0000228,component,2,1248
2205,visual perception,PF04868,GO:0007601,process,1,1249
2166,vesicle fusion with Golgi apparatus,PF04869,GO:0048280,process,1,1250
1128,mannose binding,PF04881,GO:0005537,function,2,1251
1458,peroxisome organization,PF04882,GO:0007031,process,2,1252
890,glutamate synthase activity,PF04898,GO:0015930,function,2,1253
1773,regulation of G protein-coupled receptor signaling pathway,PF04901,GO:0008277,process,1,1254
1190,microtubule-based process,PF04912,GO:0007017,process,2,1255
750,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",PF04922,GO:0106073,function,1,1256
2063,tissue regeneration,PF04923,GO:0042246,process,2,1257
1973,spliceosomal snRNP assembly,PF04938,GO:0000387,process,2,1258
506,blue light photoreceptor activity,PF04940,GO:0009882,function,1,1259
1835,regulation of viral transcription,PF04947,GO:0046782,process,3,1260
445,arginine N-succinyltransferase activity,PF04958,GO:0008791,function,1,1261
895,glutamine metabolic process,PF04960,GO:0006541,process,1,1262
1041,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",PF04962,GO:0016861,function,1,1263
535,carbohydrate transport,PF04966,GO:0008643,process,4,1264
1312,nicotinamide riboside transport,PF04973,GO:0034258,process,1,1265
426,anaerobic electron transport chain,PF04976,GO:0019645,process,1,1266
1665,protein phosphatase inhibitor activity,PF04979,GO:0004864,function,2,1267
934,heme transport,PF04995,GO:0015886,process,3,1268
219,N-succinylarginine dihydrolase activity,PF04996,GO:0009015,function,1,1269
1582,positive regulation of growth,PF05003,GO:0045927,process,2,1270
399,"alpha-1,4-mannosyltransferase activity",PF05007,GO:0051751,function,1,1271
2140,ubiquinone biosynthetic process,PF05019,GO:0006744,process,2,1272
900,glutathione gamma-glutamylcysteinyltransferase activity,PF05023,GO:0016756,function,2,1273
1261,monosaccharide binding,PF05025,GO:0048029,function,1,1274
1552,poly(ADP-ribose) glycohydrolase activity,PF05028,GO:0004649,function,1,1275
957,histone methyltransferase activity,PF05033,GO:0042054,function,2,1276
12,2-dehydro-3-deoxygalactonokinase activity,PF05035,GO:0008671,function,1,1277
962,hormone-mediated signaling pathway,PF05039,GO:0009755,process,2,1278
666,copper chaperone activity,PF05051,GO:0016531,function,1,1279
400,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",PF05060,GO:0008455,function,1,1280
1221,mitochondrial respiratory chain complex I assembly,PF05071,GO:0032981,process,2,1281
889,glutamate catabolic process to 2-oxoglutarate,PF05088,GO:0019551,process,1,1282
870,gamma-glutamyl carboxylase activity,PF05090,GO:0008488,function,1,1283
806,eukaryotic translation initiation factor 3 complex,PF05091,GO:0005852,component,4,1284
897,glutaminyl-peptide cyclotransferase activity,PF05096,GO:0016603,function,1,1285
1120,maintenance of CRISPR repeat elements,PF05107,GO:0043571,process,4,1286
1993,structural constituent of tooth enamel,PF05111,GO:0030345,function,1,1287
1448,peptidyl-amino acid modification,PF05118,GO:0018193,process,1,1288
874,gas vesicle organization,PF05121,GO:0031412,process,5,1289
266,RNA polymerase III complex,PF05132,GO:0005666,component,2,1290
1464,phenylacetate catabolic process,PF05138,GO:0010124,process,1,1291
1441,peptide modification,PF05147,GO:0031179,process,1,1292
1262,motile cilium,PF05149,GO:0031514,component,2,1293
1523,"photosynthesis, light reaction",PF05151,GO:0019684,process,6,1294
1011,inositol catabolic process,PF05153,GO:0019310,process,1,1295
1562,polysaccharide transport,PF05159,GO:0015774,process,1,1296
1623,"proteasome regulatory particle, lid subcomplex",PF05160,GO:0008541,component,1,1297
1048,iron ion transport,PF05171,GO:0006826,process,3,1298
380,adenylate kinase activity,PF05191,GO:0004017,function,1,1299
2151,urea metabolic process,PF05194,GO:0019627,process,1,1300
1601,potassium ion transmembrane transport,PF05197,GO:0071805,process,3,1301
1680,protein splicing,PF05203,GO:0030908,process,2,1302
1787,regulation of cell division,PF05209,GO:0051302,process,1,1303
1693,protein-L-histidine N-pros-methyltransferase activity,PF05219,GO:0106370,function,1,1304
2072,transcription by RNA polymerase I,PF05234,GO:0006360,process,3,1305
83,CENP-A containing chromatin assembly,PF05238,GO:0034080,process,3,1306
1377,oligosaccharyltransferase I complex,PF05251,GO:0034998,component,1,1307
1029,intracellular copper ion homeostasis,PF05275,GO:0006878,process,1,1308
1781,regulation of bacterial-type flagellum assembly,PF05280,GO:1902208,process,1,1309
1125,malonyl-CoA decarboxylase activity,PF05292,GO:0050080,function,1,1310
503,bitter taste receptor activity,PF05296,GO:0033038,function,1,1311
2126,tubulin N-acetyltransferase activity,PF05301,GO:0019799,function,1,1312
2086,transcription initiation at RNA polymerase I promoter,PF05327,GO:0006361,process,2,1313
1956,sodium channel inhibitor activity,PF05353,GO:0019871,function,8,1314
642,chylomicron,PF05355,GO:0042627,component,2,1315
1814,regulation of phosphorylation,PF05361,GO:0042325,process,1,1316
799,enzyme regulator activity,PF05366,GO:0030234,function,6,1317
732,deoxyribonuclease IV (phage-T4-induced) activity,PF05367,GO:0008833,function,1,1318
15,2-oxoglutarate-dependent dioxygenase activity,PF05373,GO:0016706,function,3,1319
2162,vacuole,PF05388,GO:0005773,component,1,1320
2,(1->6)-beta-D-glucan biosynthetic process,PF05390,GO:0006078,process,1,1321
1219,mitochondrial respirasome,PF05392,GO:0005746,component,1,1322
481,bacteriochlorophyll biosynthetic process,PF05398,GO:0030494,process,2,1323
1376,oligosaccharide biosynthetic process,PF05401,GO:0009312,process,3,1324
783,endoplasmic reticulum,PF05404,GO:0005783,component,13,1325
674,corticotropin-releasing hormone binding,PF05428,GO:0051424,function,1,1326
1416,"oxidoreductase activity, acting on the CH-NH group of donors",PF05430,GO:0016645,function,1,1327
1098,lysosomal membrane,PF05434,GO:0005765,component,1,1328
2061,thyrotropin-releasing hormone activity,PF05438,GO:0008437,function,1,1329
764,dystrophin-associated glycoprotein complex,PF05454,GO:0016010,component,1,1330
805,eukaryotic initiation factor 4E binding,PF05456,GO:0008190,function,1,1331
1337,nuclear origin of replication recognition complex,PF05460,GO:0005664,component,1,1332
2101,translation initiation factor binding,PF05470,GO:0031369,function,1,1333
651,coagulation,PF05474,GO:0050817,process,1,1334
1585,positive regulation of mitochondrial translation,PF05476,GO:0070131,process,1,1335
591,cellularization,PF05482,GO:0007349,process,1,1336
2008,synaptonemal complex,PF05483,GO:0000795,component,2,1337
1102,lysozyme activity,PF05497,GO:0003796,function,4,1338
761,dynactin complex,PF05502,GO:0005869,component,3,1339
2173,viral RNA genome packaging,PF05505,GO:0019074,process,1,1340
1500,phospholipase C activity,PF05506,GO:0004629,function,1,1341
1179,microfibril,PF05507,GO:0001527,component,1,1342
1189,microtubule polymerization,PF05517,GO:0046785,process,1,1343
510,branched-chain amino acid transmembrane transporter activity,PF05525,GO:0015658,function,1,1344
2186,viral occlusion body,PF05531,GO:0039679,component,1,1345
332,Z disc,PF05556,GO:0030018,component,1,1346
1240,mitotic spindle assembly checkpoint signaling,PF05557,GO:0007094,process,1,1347
1861,response to unfolded protein,PF05571,GO:0006986,process,1,1348
1915,serine-type exopeptidase activity,PF05577,GO:0070008,function,6,1349
305,THO complex part of transcription export complex,PF05615,GO:0000445,component,1,1350
707,cytoplasmic microtubule organization,PF05622,GO:0031122,process,2,1351
1245,molybdate ion transmembrane transporter activity,PF05631,GO:0015098,function,2,1352
1671,protein pupylation,PF05639,GO:0070490,process,1,1353
1457,peroxisome fission,PF05648,GO:0016559,process,1,1354
720,deadenylation-dependent decapping of nuclear-transcribed mRNA,PF05652,GO:0000290,process,2,1355
1118,magnesium ion transport,PF05653,GO:0015693,process,1,1356
1183,microtubule cytoskeleton,PF05672,GO:0015630,component,2,1357
1227,mitochondrion,PF05676,GO:0005739,component,27,1358
177,Golgi cisterna membrane,PF05679,GO:0032580,component,1,1359
912,glycogen biosynthetic process,PF05693,GO:0005978,process,1,1360
1899,selenium binding,PF05694,GO:0008430,function,1,1361
2007,synapse,PF05715,GO:0045202,component,1,1362
1491,phosphatidylinositol-4-phosphate binding,PF05719,GO:0070273,function,1,1363
283,S-adenosylmethionine-dependent methyltransferase activity,PF05724,GO:0008757,function,4,1364
659,collagen binding,PF05737,GO:0005518,function,1,1365
1136,mating behavior,PF05777,GO:0007617,process,1,1366
1234,mitotic chromosome condensation,PF05786,GO:0007076,process,1,1367
1593,positive regulation of transcription elongation by RNA polymerase II,PF05793,GO:0032968,process,1,1368
1545,plasmid partitioning,PF05797,GO:0030541,process,1,1369
36,5'-nucleotidase activity,PF05822,GO:0008253,function,3,1370
1148,melanin-concentrating hormone activity,PF05824,GO:0030354,function,1,1371
2011,syntaxin binding,PF05835,GO:0019905,function,2,1372
1066,kinetochore assembly,PF05837,GO:0051382,process,4,1373
430,anaphase-promoting complex-dependent catabolic process,PF05841,GO:0031145,process,3,1374
1387,organic phosphonate metabolic process,PF05845,GO:0019634,process,3,1375
27,3-keto-5-aminohexanoate cleavage activity,PF05853,GO:0043720,function,1,1376
117,DNA protection,PF05854,GO:0042262,process,2,1377
364,actin filament polymerization,PF05856,GO:0030041,process,1,1378
1232,mitotic cell cycle,PF05859,GO:0000278,process,5,1379
1264,multivesicular body sorting pathway,PF05871,GO:0071985,process,1,1380
1468,pheromone biosynthetic process,PF05874,GO:0042811,process,1,1381
602,ceramide metabolic process,PF05875,GO:0006672,process,1,1382
8,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",PF05881,GO:0004113,function,1,1383
220,N-terminal protein amino acid methylation,PF05891,GO:0006480,process,1,1384
369,acyl-CoA dehydrogenase activity,PF05893,GO:0003995,function,2,1385
1403,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",PF05896,GO:0016655,function,6,1386
488,beta-catenin binding,PF05924,GO:0008013,function,5,1387
1675,protein secretion by the type III secretion system,PF05932,GO:0030254,process,3,1388
455,aryl sulfotransferase activity,PF05935,GO:0004062,function,1,1389
825,extracellular organelle,PF05946,GO:0043230,component,1,1390
1306,neuropeptide hormone activity,PF05953,GO:0005184,function,7,1391
2037,telomere maintenance,PF05970,GO:0000723,process,3,1392
803,ethanolamine ammonia-lyase activity,PF05985,GO:0008851,function,2,1393
1442,peptide transmembrane transporter activity,PF05992,GO:1904680,function,1,1394
2187,viral outer capsid,PF05993,GO:0039624,component,1,1395
1776,regulation of actin filament polymerization,PF05994,GO:0030833,process,1,1396
1415,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",PF05996,GO:0016636,function,1,1397
1610,"preribosome, small subunit precursor",PF05997,GO:0030688,component,2,1398
159,FtsZ-dependent cytokinesis,PF06005,GO:0043093,process,1,1399
1386,organic phosphonate catabolic process,PF06007,GO:0019700,process,1,1400
1796,regulation of embryonic development,PF06008,GO:0045995,process,1,1401
909,glycine N-acyltransferase activity,PF06021,GO:0047961,function,1,1402
1883,ribose-5-phosphate isomerase activity,PF06026,GO:0004751,function,1,1403
1121,malate dehydrogenase (quinone) activity,PF06039,GO:0008924,function,1,1404
813,exocyst,PF06046,GO:0000145,component,4,1405
504,blood coagulation,PF06049,GO:0007596,process,3,1406
26,"3-hydroxyanthranilate 3,4-dioxygenase activity",PF06052,GO:0000334,function,1,1407
733,deoxyribonuclease inhibitor activity,PF06064,GO:0060703,function,1,1408
1037,intracellular transport of virus,PF06072,GO:0075733,process,1,1409
1356,nucleoside diphosphate phosphatase activity,PF06079,GO:0017110,function,1,1410
1012,inositol pentakisphosphate 2-kinase activity,PF06090,GO:0035299,function,1,1411
1372,oleate hydratase activity,PF06100,GO:0050151,function,1,1412
1575,positive regulation of catalytic activity,PF06105,GO:0043085,process,2,1413
937,hemolysis in another organism,PF06109,GO:0044179,process,2,1414
74,BRCA1-A complex,PF06113,GO:0070531,component,1,1415
200,L-rhamnose isomerase activity,PF06134,GO:0008740,function,1,1416
2033,taste receptor activity,PF06151,GO:0008527,function,1,1417
1580,positive regulation of cytoskeleton organization,PF06154,GO:0051495,process,1,1418
1907,septin ring assembly,PF06160,GO:0000921,process,1,1419
2027,tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity,PF06175,GO:0045301,function,1,1420
425,anaerobic cobalamin biosynthetic process,PF06180,GO:0019251,process,1,1421
1367,nucleotide metabolic process,PF06189,GO:0009117,process,2,1422
1708,protein-phycocyanobilin linkage,PF06206,GO:0017009,process,2,1423
1096,lymphocyte activation,PF06214,GO:0046649,process,1,1424
1146,melanin biosynthetic process,PF06236,GO:0042438,process,1,1425
1872,riboflavin transport,PF06237,GO:0032218,process,1,1426
875,generation of catalytic spliceosome for second transesterification step,PF06246,GO:0000350,process,1,1427
2100,translation initiation factor activity,PF06273,GO:0003743,function,12,1428
1126,manganese ion binding,PF06298,GO:0030145,function,7,1429
337,[isocitrate dehydrogenase (NADP+)] kinase activity,PF06315,GO:0008772,function,1,1430
975,host outer membrane,PF06316,GO:0044384,component,1,1431
1852,response to light stimulus,PF06324,GO:0009416,process,1,1432
542,"carbon-oxygen lyase activity, acting on phosphates",PF06330,GO:0016838,function,1,1433
802,establishment of competence for transformation,PF06338,GO:0030420,process,1,1434
766,ectoine biosynthetic process,PF06339,GO:0019491,process,1,1435
624,cholesterol metabolic process,PF06350,GO:0008203,process,2,1436
514,calcium channel inhibitor activity,PF06357,GO:0019855,function,3,1437
582,cellular component organization,PF06367,GO:0016043,process,1,1438
427,anaerobic glutamate catabolic process,PF06368,GO:0019670,process,1,1439
1563,pore complex,PF06369,GO:0046930,component,1,1440
360,actin cytoskeleton organization,PF06371,GO:0030036,process,3,1441
385,adult feeding behavior,PF06373,GO:0008343,process,1,1442
1198,"mitochondrial electron transport, NADH to ubiquinone",PF06374,GO:0006120,process,3,1443
47,AP-3 adaptor complex,PF06375,GO:0030123,component,1,1444
941,hexose transmembrane transport,PF06379,GO:0008645,process,1,1445
650,clathrin light chain binding,PF06387,GO:0032051,function,1,1446
1856,response to parathyroid hormone,PF06390,GO:0071107,process,1,1447
1846,response to acidic pH,PF06392,GO:0010447,process,1,1448
1573,positive regulation of apoptotic process,PF06393,GO:0043065,process,4,1449
432,angiotensin-activated signaling pathway,PF06396,GO:0038166,process,1,1450
1277,negative regulation of biosynthetic process,PF06399,GO:0009890,process,1,1451
1094,low-density lipoprotein particle receptor binding,PF06401,GO:0050750,function,1,1452
568,cell population proliferation,PF06404,GO:0008283,process,1,1453
1763,red chlorophyll catabolite reductase activity,PF06405,GO:0051743,function,1,1454
881,glucose catabolic process,PF06415,GO:0006007,process,1,1455
496,biological process involved in symbiotic interaction,PF06416,GO:0044403,process,1,1456
1734,pyrimidine nucleotide biosynthetic process,PF06418,GO:0006221,process,1,1457
1195,mitochondrial chromosome,PF06420,GO:0000262,component,1,1458
66,ATPase-coupled transmembrane transporter activity,PF06422,GO:0042626,function,2,1459
1909,serine O-acetyltransferase activity,PF06426,GO:0009001,function,1,1460
323,UDP-glucose:glycoprotein glucosyltransferase activity,PF06427,GO:0003980,function,1,1461
411,amine dehydrogenase activity,PF06433,GO:0030058,function,1,1462
353,aconitate hydratase activity,PF06434,GO:0003994,function,2,1463
187,IMP 5'-nucleotidase activity,PF06437,GO:0050483,function,1,1464
1864,response to xenobiotic stimulus,PF06442,GO:0009410,process,1,1465
1030,intracellular iron ion homeostasis,PF06446,GO:0006879,process,1,1466
1961,sodium:proton antiporter activity,PF06450,GO:0015385,function,2,1467
530,carbohydrate catabolic process,PF06452,GO:0016052,process,3,1468
1635,protein domain specific binding,PF06456,GO:0019904,function,2,1469
1892,ryanodine-sensitive calcium-release channel activity,PF06459,GO:0005219,function,1,1470
1250,molybdopterin synthase complex,PF06463,GO:0019008,component,1,1471
253,RNA exonuclease activity,PF06471,GO:0004532,function,1,1472
695,cytochrome bo3 ubiquinol oxidase activity,PF06481,GO:0009486,function,1,1473
839,female sex differentiation,PF06495,GO:0046660,process,1,1474
1509,phosphorelay response regulator activity,PF06506,GO:0000156,function,2,1475
1851,response to hormone,PF06507,GO:0009725,process,1,1476
2211,voltage-gated sodium channel activity,PF06512,GO:0005248,function,1,1477
483,bacteriocin transport,PF06519,GO:0043213,process,1,1478
646,circadian rhythm,PF06529,GO:0007623,process,3,1479
1299,negative regulation of termination of DNA-templated transcription,PF06530,GO:0060567,process,1,1480
2102,translation regulator activity,PF06558,GO:0045182,function,2,1481
9,2'-deoxyribonucleotide metabolic process,PF06559,GO:0009394,process,1,1482
156,FMN adenylyltransferase activity,PF06574,GO:0003919,function,1,1483
1797,regulation of exit from mitosis,PF06581,GO:0007096,process,1,1484
192,L-amino acid efflux transmembrane transporter activity,PF06610,GO:0034639,function,1,1485
1801,regulation of growth,PF06614,GO:0040008,process,1,1486
1576,positive regulation of cell cycle G2/M phase transition,PF06617,GO:1902751,process,1,1487
436,antigen processing and presentation,PF06623,GO:0019882,process,5,1488
757,double-stranded DNA 5'-3' exodeoxyribonuclease activity,PF06630,GO:0051908,function,1,1489
1698,protein-containing complex assembly,PF06644,GO:0065003,process,2,1490
1461,phage shock,PF06667,GO:0009271,process,1,1491
976,hyaluronan metabolic process,PF06668,GO:0030212,process,1,1492
1826,regulation of store-operated calcium entry,PF06682,GO:2001256,process,1,1493
1185,microtubule minus-end binding,PF06694,GO:0051011,function,1,1494
1986,structural constituent of cytoskeleton,PF06705,GO:0005200,function,4,1495
482,bacteriocin immunity,PF06713,GO:0030153,process,8,1496
2172,viral DNA genome replication,PF06720,GO:0039693,process,4,1497
1447,peptidoglycan turnover,PF06725,GO:0009254,process,2,1498
1352,nucleolus,PF06732,GO:0005730,component,5,1499
1184,microtubule cytoskeleton organization,PF06740,GO:0000226,process,5,1500
1806,regulation of mitochondrial mRNA stability,PF06743,GO:0044528,process,1,1501
1243,modulation of process of another organism,PF06753,GO:0035821,process,1,1502
1388,organic phosphonate transport,PF06754,GO:0015716,process,1,1503
250,RNA catabolic process,PF06769,GO:0006401,process,2,1504
1087,lipid storage,PF06775,GO:0019915,process,3,1505
534,carbohydrate transmembrane transporter activity,PF06800,GO:0015144,function,1,1506
1104,mRNA 3'-end processing,PF06807,GO:0031124,process,2,1507
276,RNA-templated DNA biosynthetic process,PF06815,GO:0006278,process,2,1508
562,cell differentiation,PF06816,GO:0030154,process,4,1509
2078,transcription corepressor activity,PF06825,GO:0003714,function,3,1510
135,DNA-(apurinic or apyrimidinic site) endonuclease activity,PF06831,GO:0003906,function,3,1511
1076,"ligase activity, forming carbon-nitrogen bonds",PF06849,GO:0016879,function,4,1512
313,U3 snoRNA binding,PF06862,GO:0034511,function,1,1513
774,elongin complex,PF06881,GO:0070449,component,1,1514
794,enterobacterial common antigen biosynthetic process,PF06899,GO:0009246,process,2,1515
1275,negative regulation of apoptotic process,PF06905,GO:0043066,process,4,1516
1432,pectin catabolic process,PF06917,GO:0045490,process,2,1517
914,glycolipid biosynthetic process,PF06925,GO:0009247,process,2,1518
1105,mRNA 5'-cap (guanine-N7-)-methyltransferase activity,PF06929,GO:0004482,function,3,1519
735,deoxyribonucleotide catabolic process,PF06941,GO:0009264,process,1,1520
1499,phospholipase A2 activity,PF06951,GO:0004623,function,3,1521
1848,response to arsenic-containing substance,PF06953,GO:0046685,process,1,1522
440,apoplast,PF06955,GO:0048046,component,1,1523
85,COPI vesicle coat,PF06957,GO:0030126,component,3,1524
1047,iron ion transmembrane transporter activity,PF06963,GO:0005381,function,2,1525
1812,regulation of pH,PF06965,GO:0006885,process,1,1526
1859,response to redox state,PF06971,GO:0051775,process,1,1527
1224,mitochondrial ribosome,PF06984,GO:0005761,component,2,1528
867,galactosylceramide sulfotransferase activity,PF06990,GO:0001733,function,1,1529
1059,keratinocyte differentiation,PF06994,GO:0030216,process,1,1530
1459,perturbation by virus of host apoptosis,PF07038,GO:0039526,process,1,1531
982,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",PF07057,GO:0016818,function,6,1532
788,endoplasmic reticulum organization,PF07086,GO:0007029,process,1,1533
1119,magnesium protoporphyrin IX methyltransferase activity,PF07109,GO:0046406,function,1,1534
621,chloroplast,PF07123,GO:0009507,component,3,1535
2170,violaxanthin de-epoxidase activity,PF07137,GO:0046422,function,1,1536
2130,type II interferon-mediated signaling pathway,PF07140,GO:0060333,process,1,1537
1609,prenylcysteine catabolic process,PF07156,GO:0030328,process,1,1538
638,chromosome segregation,PF07160,GO:0007059,process,6,1539
1650,protein import into peroxisome membrane,PF07163,GO:0045046,process,1,1540
1553,poly-hydroxybutyrate biosynthetic process,PF07167,GO:0042619,process,1,1541
822,extracellular matrix binding,PF07174,GO:0050840,function,1,1542
498,biomineral tissue development,PF07175,GO:0031214,process,1,1543
1896,secretion,PF07201,GO:0046903,process,1,1544
1482,phosphatidylinositol 3-kinase binding,PF07213,GO:0043548,function,1,1545
679,cyclic-di-GMP binding,PF07238,GO:0035438,function,2,1546
1001,immune system process,PF07240,GO:0002376,process,1,1547
1286,negative regulation of endopeptidase activity,PF07259,GO:0010951,process,3,1548
1475,phosphate ion transmembrane transport,PF07260,GO:0035435,process,1,1549
823,extracellular matrix organization,PF07263,GO:0030198,process,1,1550
383,adhesion of symbiont to host cell,PF07271,GO:0044650,process,1,1551
1522,"photosynthesis, dark reaction",PF07284,GO:0019685,process,1,1552
72,BBSome,PF07289,GO:0034464,component,2,1553
1171,methylamine metabolic process,PF07291,GO:0030416,process,1,1554
748,dolichol metabolic process,PF07297,GO:0019348,process,1,1555
1153,menaquinone biosynthetic process,PF07307,GO:0009234,process,1,1556
146,DNA-templated viral transcription,PF07340,GO:0039695,process,1,1557
57,ATP synthesis coupled electron transport,PF07347,GO:0042773,process,1,1558
708,cytoplasmic side of plasma membrane,PF07348,GO:0009898,component,1,1559
1404,"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor",PF07355,GO:0050485,function,3,1560
227,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity,PF07357,GO:0030701,function,1,1561
346,acetylcholine receptor inhibitor activity,PF07365,GO:0030550,function,3,1562
1556,polyketide metabolic process,PF07366,GO:0030638,process,1,1563
1276,negative regulation of bacterial-type flagellum assembly,PF07378,GO:1902209,process,1,1564
1281,negative regulation of cell population proliferation,PF07392,GO:0008285,process,2,1565
2183,viral latency,PF07415,GO:0019042,process,1,1566
712,cytoskeleton-dependent cytokinesis,PF07426,GO:0061640,process,1,1567
1265,mycotoxin biosynthetic process,PF07428,GO:0043386,process,2,1568
858,fucosylation,PF07429,GO:0036065,process,1,1569
507,bone remodeling,PF07448,GO:0046849,process,1,1570
1088,lipid transport,PF07464,GO:0006869,process,10,1571
95,D-alanine-D-alanine ligase activity,PF07478,GO:0008716,function,1,1572
907,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,PF07479,GO:0047952,function,1,1573
366,activation of GTPase activity,PF07487,GO:0090630,process,1,1574
1295,negative regulation of phosphoprotein phosphatase activity,PF07491,GO:0032515,process,1,1575
2116,trehalose catabolic process,PF07492,GO:0005993,process,1,1576
145,DNA-templated transcription termination,PF07497,GO:0006353,process,2,1577
185,Holliday junction helicase complex,PF07499,GO:0009379,component,1,1578
1715,proton-transporting ATP synthase complex assembly,PF07542,GO:0043461,process,1,1579
1975,spore wall,PF07552,GO:0031160,component,1,1580
1144,meiotic chromosome segregation,PF07557,GO:0045132,process,1,1581
1251,monoatomic anion transmembrane transporter activity,PF07565,GO:0008509,function,1,1582
1315,nitrate assimilation,PF07573,GO:0042128,process,1,1583
300,Smc5-Smc6 complex,PF07574,GO:0030915,component,1,1584
1503,phospholipid binding,PF07651,GO:0005543,function,2,1585
1538,pilus assembly,PF07655,GO:0009297,process,2,1586
238,Notch signaling pathway,PF07657,GO:0007219,process,5,1587
843,ferrous iron transmembrane transporter activity,PF07664,GO:0015093,function,1,1588
1869,rhythmic process,PF07689,GO:0048511,process,1,1589
926,guanylate cyclase activity,PF07701,GO:0004383,function,1,1590
452,aromatic amino acid family catabolic process,PF07706,GO:0009074,process,1,1591
279,Rab geranylgeranyltransferase activity,PF07711,GO:0004663,function,1,1592
998,identical protein binding,PF07721,GO:0042802,function,4,1593
1631,protein complex oligomerization,PF07743,GO:0051259,process,3,1594
885,glucosidase activity,PF07745,GO:0015926,function,1,1595
1129,mannose metabolic process,PF07748,GO:0006013,process,3,1596
1886,ribosome binding,PF07766,GO:0043022,function,4,1597
600,centromere complex assembly,PF07778,GO:0034508,process,2,1598
1297,negative regulation of signal transduction,PF07809,GO:0009968,process,1,1599
1550,poly(A)+ mRNA export from nucleus,PF07817,GO:0016973,process,1,1600
404,alpha-amylase activity,PF07821,GO:0004556,function,2,1601
680,cyclic-nucleotide phosphodiesterase activity,PF07823,GO:0004112,function,1,1602
188,IMP cyclohydrolase activity,PF07826,GO:0003937,function,2,1603
1733,pyrimidine nucleoside metabolic process,PF07831,GO:0006213,process,1,1604
1424,oxo-acid-lyase activity,PF07836,GO:0016833,function,1,1605
1798,regulation of fatty acid metabolic process,PF07840,GO:0019217,process,1,1606
513,cadmium ion binding,PF07846,GO:0046870,function,2,1607
2191,viral release from host cell,PF07880,GO:0019076,process,4,1608
197,L-fucose isomerase activity,PF07881,GO:0008736,function,3,1609
182,H4/H2A histone acetyltransferase complex,PF07904,GO:0043189,component,1,1610
786,endoplasmic reticulum lumen,PF07912,GO:0005788,component,1,1611
248,RNA biosynthetic process,PF07925,GO:0032774,process,1,1612
1648,protein import into nucleus,PF07926,GO:0006606,process,2,1613
1106,mRNA binding,PF07927,GO:0003729,function,6,1614
1866,"retrograde transport, endosome to Golgi",PF07928,GO:0042147,process,2,1615
778,endocytosis,PF07933,GO:0006897,process,3,1616
1397,oxidized purine nucleobase lesion DNA N-glycosylase activity,PF07934,GO:0008534,function,1,1617
1301,nematocyst,PF07936,GO:0042151,component,2,1618
1600,potassium ion binding,PF07941,GO:0030955,function,2,1619
784,endoplasmic reticulum calcium ion homeostasis,PF07946,GO:0032469,process,1,1620
1684,protein transmembrane transporter activity,PF07952,GO:0008320,function,1,1621
